Hospital_Name,Location,Location_Coordinates,State,District,Discipline_Systems_of_Medicine,Lat,Lon
Nethradhama Superspeciality Eye Hospital,"256/14, Kanakapura Main Road, 7th Block, Jayanagar","12.925255, 77.577359",Karnataka,Bengaluru Urban,Allopathic,12.925255,77.577359
Hosmat Hospital,"45, Magrath Road, Off Richmond Road","12.9687069, 77.6145906",Karnataka,Bengaluru Urban,Allopathic,12.9687069,77.6145906
Marvel hospitals and Fertility centre,"No-8 1st Main, 1st Block Koramangala","12.9266059, 77.6377755",Karnataka,Bengaluru Urban,Allopathic,12.9266059,77.6377755
"Atreya Ayurvedic Medical College, Hospital and Research Centre","Kakkalli Road, Kodigehalli Post, Doddaballapur Taluk, Bengaluru Rural","13.2846993, 77.6077865",Karnataka,Bengaluru Rural,Ayush/ Ayurveda,13.2846993,77.6077865
KMC Hospital,Attavar,"12.874305, 74.8550998",Karnataka,Dakshina Kannada,Allopathic,12.874305,74.8550998
"KMC Hospital, Ambedkar Circle",Ambedkar (Jyothi) Circle,"12.9643509, 80.1411433",Karnataka,Dakshina Kannada,Allopathic,12.9643509,80.1411433
V Care Hospital,"No.29, 1st Main Road, 1st A Block","29.9947737, 31.3050458",Karnataka,Bengaluru Urban,Allopathic,29.9947737,31.3050458
"T.D Medical College, Alappuzha",Vandanam,"9.4178085, 76.3512483",Kerala,Alappuzha,Allopathic,9.4178085,76.3512483
"V.G.Saraf Memorial Hospital 
","39 /4603, Sreekandath Road, Ravipuram","9.9613612, 76.2885246",Kerala,Ernakulam,Allopathic,9.9613612,76.2885246
Amrita Institute Of Medical Sciences,"Ponekkara Post, Kochi
","9.9312328, 76.2673041",Kerala,Ernakulam,Allopathic,9.9312328,76.2673041
Sree Narayana Institute of Medical Science,"Chalakka, P.O.North Kuthiyathodu, Ernakulam District, Kerala,","10.1715597, 76.2962508",Kerala,Ernakulam,Allopathic,10.1715597,76.2962508
Don Bosco Hospital,"N.Paravur, Ernakulam Dist, Kochi, Kerala.","10.089171, 76.2450153",Kerala,Ernakulam,Allopathic,10.089171,76.2450153
Amrita Institute of Medical Sciences (AIMS),"AIMS Ponekkara P.O, Kochi, Kerala.","10.0272282, 76.2985941",Kerala,Ernakulam,Allopathic,10.0272282,76.2985941
Punarnava Ayurveda Hospital,"Edappally North P.O, Kochi, Kerala.","10.0236761, 76.3116235",Kerala,Ernakulam,Ayush/ Ayurveda,10.0236761,76.3116235
Lourdes Hospital,"Lourde Hospital Road, Ernakulam, Kochi, Kerala.","10.0079615, 76.2779032",Kerala,Ernakulam,Allopathic,10.0079615,76.2779032
Malankara Orthodox Syrian Church Medical College (M.O.S.C.M.C),"Ernakulam District, Kolencherry, 
Kerala.
","9.9782707, 76.4738971",Kerala,Ernakulam,Allopathic,9.9782707,76.4738971
Azeezia Medical College,"Meeyannoor P.O., Kollam, 
Kerala.","8.9076174, 76.7376566",Kerala,Kollam,Allopathic,8.9076174,76.7376566
A.A.Rahim Memorial District Hospital,"Kollam, Kerala.","8.8932118, 76.6141396",Kerala,Kollam,Allopathic,8.8932118,76.6141396
CHC Neendakara,"Puthenthura P.O-Neendakara, Kerala.","8.9443198, 76.5401527",Kerala,Kollam,Allopathic,8.9443198,76.5401527
Dr. A.Shahul Hammed Superintend Taluk Hospital,"Taluk Hospital Punalur, Kerala.","9.009768, 76.9297354",Kerala,Kollam,Allopathic,9.009768,76.9297354
GovernmentRama Rao Hospital,"Nedungolam, Nedungolam, Kollam, Kerala.","8.8363607, 76.6845832",Kerala,Kollam,Allopathic,8.8363607,76.6845832
GovernmentVictoriya Hospital,"Kollam Bazar, Kollam, Kerala.","8.8932118, 76.6141396",Kerala,Kollam,Allopathic,8.8932118,76.6141396
Taluk Head Quaters Hospital,"Chirayinkeezhu, Thiruvananthapuram, Kerala.","8.6558696, 76.7831744",Kerala,Kollam,Allopathic,8.6558696,76.7831744
Taluk Hospital Kadakal,"Taluk Hospital Kadakkal, Kerala.","8.8260864, 76.9167664",Kerala,Kollam,Allopathic,8.8260864,76.9167664
"Government Medical College, Kottayam","Gandhinagar, Kottayam, Kerala.","9.6316054, 76.5228101",Kerala,Kottayam,Allopathic,9.6316054,76.5228101
"Government Medical College, Kozhikode","Medical College Road Kozhikode, 
Kerala.","11.2703204, 75.8302854",Kerala,Kozhikode,Allopathic,11.2703204,75.8302854
Karuna Medical College,"Karuna Medical College, Vilayodi, Chittur, Palakkad, Kerala.","10.7002756, 76.7394237",Kerala,Palakkad,Allopathic,10.7002756,76.7394237
General Hospital Adoor,"Superintendent GH Adoor, P.O Pathanamthitta, Kerala.","9.2647582, 76.7870414",Kerala,Pathanamthitta,Allopathic,9.2647582,76.7870414
M.E.S Medical College,"MES Medical College, Palachode Po, Malaparamba, Kolathur, Via Perinthalmanna, Malappuram, Kerala.","10.9755349, 76.2305308",Kerala,Perintalmanna,Allopathic,10.9755349,76.2305308
Pushpagiri Medical College,"Pushpagiri Group of Institutions 
Thiruvalla, Kerala.","9.3834522, 76.574057",Kerala,Pathanamthitta,Allopathic,9.3834522,76.574057
"Government Medical College, Thiruvananthapuram","Trivandrum Medical College, 
Medical College PO, Thiruvananthapuram, Kerala.","8.5241391, 76.9366376",Kerala,Thiruvananthapuram,Allopathic,8.5241391,76.9366376
"Government Medical College, Thrissur","Mulamkunnathukavu, Kerala.","10.590648, 76.2129226",Kerala,Thrissur,Allopathic,10.590648,76.2129226
Amala Institute of Medical Sciences,"Amala Medical College
Amala Nagar, Thrissur, Kerala.","10.5640202, 76.1711283",Kerala,Thrissur,Allopathic,10.5640202,76.1711283
"CGHS, Dispensary No.1","3/120, Kesavadasapuram","8.5292277, 76.9398195",Kerala,Thiruvananthapuram,Allopathic,8.5292277,76.9398195
Sree Gokulam Medical College and Research Foundation,"Sree Gokulam Medical College, Venjaramoodu, P.O-Trivandrum, Kerala.","8.5241391, 76.9366376",Kerala,Thiruvananthapuram,Allopathic,8.5241391,76.9366376
Bombay Hospital,"Ring Road, Indore, Madhya Pradesh.","22.6941587, 75.8279695",Madhya Pradesh,Indore,Allopathic,22.6941587,75.8279695
CHL Hospitals,"A.B.Road, Near L.I.G Square, Indore, Madhya Pradesh.","22.6919422, 75.8665303",Madhya Pradesh,Indore,Allopathic,22.6919422,75.8665303
Vishesh Hospital,"Near Geeta Bhawan Chouraha, A.B.Road, Indore, Madhya Pradesh.","22.7195687, 75.8577258",Madhya Pradesh,Indore,Allopathic,22.7195687,75.8577258
Gokuldas Hospital,"Sarju Prasad Marg, Indore, Madhya Pradesh.","22.7195687, 75.8577258",Madhya Pradesh,Indore,Allopathic,22.7195687,75.8577258
Choithram Hospital and Research Centre,"Manik Bagh Road, Indore, Madhya Pradesh.","22.6957659, 75.8547941",Madhya Pradesh,Indore,Allopathic,22.6957659,75.8547941
Sahaj Hospital,"15/2, South Tukogani, Near manas Bhawan, Indore, Madhya Pradesh.","22.7166872, 75.8739793",Madhya Pradesh,Indore,Allopathic,22.7166872,75.8739793
Beams Hospitals,"15/2 South Tukoganj, Near Surya Hotel, Indore, Madhya Pradesh.","22.7195687, 75.8577258",Madhya Pradesh,Indore,Allopathic,22.7195687,75.8577258
Arihant Hospital and Research Center,"Situated in 283 - A, Gumasta Nagar, Indore, Madhya Pradesh.","22.700988, 75.829832",Madhya Pradesh,Indore,Allopathic,22.700988,75.829832
Suyash Hospital,"Opposite M.G.M Medical college, A.B.Road, Indore, Madhya Pradesh.","22.7989708, 75.9349835",Madhya Pradesh,Indore,Allopathic,22.7989708,75.9349835
Rajshree Hospitals,"Scheme No.74 C, Sector D, Vijay Nagar, Indore, Madhya Pradesh.","22.764179, 75.8862749",Madhya Pradesh,Indore,Allopathic,22.764179,75.8862749
Dr.Hardia Eye Hospital,"69, Hardia Compound, Indore, Madhya Pradesh.","22.7195687, 75.8577258",Madhya Pradesh,Indore,Allopathic,22.7195687,75.8577258
Varma Union Hospital,"Dhar Road, OppositeKastur cinema, Indore, Madhya Pradesh.","22.7195687, 75.8577258",Madhya Pradesh,Indore,Allopathic,22.7195687,75.8577258
Mohak Hitech Speciality Hospital,"Sri Aurobindo Institute of Campus, Near M R 10 Crossing, Sanwer Road, Indore Ujjain State Highway, Indore, Madhya Pradesh.","22.7195687, 75.8577258",Madhya Pradesh,Indore,Allopathic,22.7195687,75.8577258
Gurjar Hospital and Endoscopy Centre,"2/3, Sheme No - 44, A.B.Road, Bhanwarkua Square, Indore, Madhya Pradesh.","22.7195687, 75.8577258",Madhya Pradesh,Indore,Allopathic,22.7195687,75.8577258
Gurjar Hospital and Endoscopy Centre,"102, Silver Sanchora Castle, Opposite Indore University, Behind Modi Petrol Pump, R N T Marg, Indore, Madhya Pradesh.","22.7125132, 75.8754389",Madhya Pradesh,Indore,Allopathic,22.7125132,75.8754389
Greater Kailash Hospital,"11/2, Old Palasia, Indore, Madhya Pradesh.","22.731337, 75.876914",Madhya Pradesh,Indore,Allopathic,22.731337,75.876914
Sri Auriboindo Institute of Medical Sciences,"Indore Ujjain State Highway, Near MR 10 Crossing, Indore, Madhya Pradesh.","22.7898854, 75.8472972",Madhya Pradesh,Indore,Allopathic,22.7898854,75.8472972
Indore Eye Hospital,"Behind Gangwal Bus stand, Dhar road, M.O.G.Lines, Indore, Madhya Pradesh.","22.7125956, 75.8411395",Madhya Pradesh,Indore,Allopathic,22.7125956,75.8411395
Aadya Hospital,"Aadya Hospital, Indore, Madhya Pradesh.","22.7195687, 75.8577258",Madhya Pradesh,Indore,Allopathic,22.7195687,75.8577258
Synergy Hospital,"Vijay Nagar, Indore, Madhya Pradesh.","22.7684301, 75.8957024",Madhya Pradesh,Indore,Allopathic,22.7684301,75.8957024
Life Line Hospital,"14, Anoop Nagar, A.B.Road, M.I.G.Circle, Indore, Madhya Pradesh.","22.7341758, 75.890173",Madhya Pradesh,Indore,Allopathic,22.7341758,75.890173
Life Care Hospital,"Scheme No.78, Vijay Nagar, Indore, Madhya Pradesh.","22.7644564, 75.8858062",Madhya Pradesh,Indore,Allopathic,22.7644564,75.8858062
Medicare Hospital and Research Centre,"4/5, Old Palasia, Ravindra Nagar, Indore, Madhya Pradesh.","22.721423, 75.893038",Madhya Pradesh,Indore,Allopathic,22.721423,75.893038
CHL CBCC Cancer Center,"142 Phadnis Colon, A.B.Road, Indore, Madhya Pradesh.","22.7322344, 75.8897847",Madhya Pradesh,Indore,Allopathic,22.7322344,75.8897847
Unique Hospital,"715 - 716 Vijay Syndicatee, Annapurna Main Road, Indore, Madhya Pradesh.","22.7195687, 75.8577258",Madhya Pradesh,Indore,Allopathic,22.7195687,75.8577258
Medisquare Hospital,"9, Vishnupuri, A.B.Road, Bhanwarkua Square, Indore, Madhya Pradesh.","22.7195687, 75.8577258",Madhya Pradesh,Indore,Allopathic,22.7195687,75.8577258
Charak Hospital,"Film Bhawan Rani Sati Gate, Y.N.Road, Indore, Madhya Pradesh.","22.7195687, 75.8577258",Madhya Pradesh,Indore,Allopathic,22.7195687,75.8577258
"Centre for Sight, Indore","101, Bansiwala Tower, Agrasen Square, Indore, Madhya Pradesh.","22.7030399, 75.8729802",Madhya Pradesh,Indore,Allopathic,22.7030399,75.8729802
Mayur Hospital and Research Centre,"Sch No - 94, Ring Road, Near Bengali Chouraha, Indore, Madhya Pradesh.","22.7195687, 75.8577258",Madhya Pradesh,Indore,Allopathic,22.7195687,75.8577258
"Centre for Sight, Indore","101, Bansiwala tower, Agrasen square, Indore, Madhya Pradesh.","22.7030399, 75.8729802",Madhya Pradesh,Indore,Allopathic,22.7030399,75.8729802
"Breach Candy Hospital, Mumbai","60-A, Bhulabhai Desai Road, Breach Candy, Mumbai, Maharashtra.","18.972711, 72.804394",Maharashtra,Mumbai,Allopathic,18.972711,72.804394
Cumbala Hill Hospital and Heart Institute,"93/95, August Kranti Marg, August Kranti Maidan, Mumbai, Maharashtra.","18.9624555, 72.8098026",Maharashtra,Mumbai,Allopathic,18.9624555,72.8098026
Asian Heart Institute And Research Center,"G/N Block, Opposite ICICI Tower, Bandra Kurla Complex, Bandra(E), Mumbai, Maharashtra.","19.06413, 72.861656",Maharashtra,Mumbai,Allopathic,19.06413,72.861656
Lilavati Hospital and Research Center,"A-791, Bandra Reclamation, Bandra(W), Mumbai, Maharashtra.","19.0515721, 72.8346314",Maharashtra,Mumbai,Allopathic,19.0515721,72.8346314
Tata Memorial Hospital,"Dr.E Borges Road, Parel, Mumbai, Maharashtra.","19.0041141, 72.8426707",Maharashtra,Mumbai,Allopathic,19.0041141,72.8426707
Bhatia General Hospital,"Chikalwadi, J Dadaji Road, Tardeo, Mumbai, Maharashtra.","18.9664679, 72.8152953",Maharashtra,Mumbai,Allopathic,18.9664679,72.8152953
Seven Hills Hospital,"Marol Maroshi Road, Next to Marol-Maroshi Bus Depot, Andheri-East, Mumbai, Maharashtra.","19.1154908, 72.8726952",Maharashtra,Mumbai,Allopathic,19.1154908,72.8726952
Bombay Hospital And Medical Research Center,"12, New Marine Lines, Marine Lines, Mumbai, Maharashtra.","18.941002, 72.827324",Maharashtra,Mumbai,Allopathic,18.941002,72.827324
P.D.Hinduja National Hospital and Research center,"Veer Savarkar Marg, Mahim, Mumbai, Maharashtra.","19.0374901, 72.8390644",Maharashtra,Mumbai,Allopathic,19.0374901,72.8390644
Saifee Hospital,"15/17, Maharshi Karve Marg, Girgaon, Mumbai, Maharashtra.","18.952508, 72.818199",Maharashtra,Mumbai,Allopathic,18.952508,72.818199
"Fortis Hospitals, Mulund","Mulund Goregaon Link Road, Mumbai, Maharashtra.","19.1918191, 72.8348753",Maharashtra,Mumbai,Allopathic,19.1918191,72.8348753
Jaslok Hospital And Medical Research Institute,"15, Dr.G.Deshmukh Marg, Pedder Road, Cumballa Hill, Mumbai, Maharashtra.","18.9755757, 72.8097374",Maharashtra,Mumbai,Allopathic,18.9755757,72.8097374
Criticare Multispeciality Hospital and Research Centre,"Plot No38/39, Opposite Juhu Supreme Shopping Centre, Main Gulmohar Road, Andheri (W), Mumbai, Maharashtra.","19.1145832, 72.8358707",Maharashtra,Mumbai,Allopathic,19.1145832,72.8358707
Surana Sethia Hospital and Research Centre,"Sumannagar, Sion Trombay Road, Chembur, Mumbai, Maharashtra.","19.0536352, 72.8851743",Maharashtra,Mumbai,Allopathic,19.0536352,72.8851743
Balaji Hospital,"Victoria Road, Cross Lane III, Byculla (E), Mumbai, Maharashtra.","18.9767706, 72.8350652",Maharashtra,Mumbai,Allopathic,18.9767706,72.8350652
Kokilaben Dhirubhai Ambani Hospital and Medical Research Institute,"Rao Saheb Achutrao Patwardhan Marg, Four Bunglows, Andheri (W), Mumbai, Maharashtra.","19.1363246, 72.82766",Maharashtra,Mumbai,Allopathic,19.1363246,72.82766
Aditya Jyot Eye Hospital,"Plot No.153, Road No.9, Major Parameshwaran Road, Opposite Siws College, Wadala(W), Mumbai, Maharashtra.","19.0164103, 72.855261",Maharashtra,Mumbai,Allopathic,19.0164103,72.855261
Shree Bidada Sarvodaya Trust Hospital,"286-B, Dr.Ambedkar Road, Further To Bharatmata Cinema, Near H.P.Petrol Pump, Parel, Mumbai, Maharashtra.","19.0021567, 72.8415793",Maharashtra,Mumbai,Allopathic,19.0021567,72.8415793
Bombay City Eye Institute and Research Centre,"Apex centre, 5 Babulnath Road, OppositeBabulnath Temple, Grant Road, Mumbai, Maharashtra.","18.9629992, 72.8175748",Maharashtra,Mumbai,Allopathic,18.9629992,72.8175748
The B.D.Petit Parsee General Hospital,"Bomanjee Petit Road, Cumballa Hill, Mumbai, Maharashtra.","18.9668749, 72.805182",Maharashtra,Mumbai,Allopathic,18.9668749,72.805182
"Centre For Sight, Juhu","B201, Dhruv, OppositeGagandeep, Main Road, Juhu, Vile Parle (West).Mumbai, Maharashtra.","19.1102949, 72.8409693",Maharashtra,Mumbai,Allopathic,19.1102949,72.8409693
Asian Heart Institute,"G / N Block, Bandra Kurla Complex, Bandra (E), Mumbai, Maharashtra.","19.0562207, 72.8537634",Maharashtra,Mumbai,Allopathic,19.0562207,72.8537634
"CGHS Dispensary No.1, C.G.O.","CGO Building, M.K.Road","34.7414415, 135.4058809",Maharashtra,Mumbai,Allopathic,34.7414415,135.4058809
"CGHS Dispensary No.5, Santacruz","Near Airport Colonu, Santacruz","19.1034191, 72.854365",Maharashtra,Mumbai,Allopathic,19.1034191,72.854365
"CGHS Dispensary No.6, Ghatkopar","Flat No.25, C.G.S.Colony, Ghatkopar","19.1403981, 72.9379362",Maharashtra,Mumbai,Allopathic,19.1403981,72.9379362
"CGHS Dispensary No.8, Koliwada","Building No 21, Sector I, Kane Nagar","19.030998, 72.862675",Maharashtra,Mumbai,Allopathic,19.030998,72.862675
"CGHS Dispensary No.10, Bandra","Plot No.215, 31st Road, Bandra Sadan Annexe, Bandra","19.0606917, 72.8362497",Maharashtra,Mumbai,Allopathic,19.0606917,72.8362497
"CGHS Dispensary No.11, Byculla","Khan Mansion, Flat NO.1, Victoria Road, Byculla","18.9751131, 72.8298837",Maharashtra,Mumbai,Allopathic,18.9751131,72.8298837
"CGHS Dispensary No.14, Vakola","PandT Colony, Vakola","19.0788783, 72.8500307",Maharashtra,Mumbai,Allopathic,19.0788783,72.8500307
"CGHS Dispensary No.17, Bhandup","Flat No.321-322, Type IV CGS Qtrs., Bhandup","19.149901, 72.931134",Maharashtra,Mumbai,Allopathic,19.149901,72.931134
"CGHS Dispensary No.19, Mulund","Bldg.No.B-2, Type II, PandT colony, Mulund (W)","19.1725542, 72.942537",Maharashtra,Mumbai,Allopathic,19.1725542,72.942537
"CGHS Dispensary No.21, Sahar","PandT Colony, Sahar, Mumbai","19.1015512, 72.8631724",Maharashtra,Mumbai,Allopathic,19.1015512,72.8631724
"CGHS Dispensary No.25, Jogeshwari","Bldg.NO.10-12, Income tax Colony, Jogeswari (E)","19.1319685, 72.8607789",Maharashtra,Mumbai,Allopathic,19.1319685,72.8607789
"CGHS Dispensary No.26, Seepz","Seepz Qtrs.complex, Qrts.No.D-2, Andheri (E)","19.1154908, 72.8726952",Maharashtra,Mumbai,Allopathic,19.1154908,72.8726952
CGHS Sub-Dispensary Nepean Sea Road,"Hyderabad Estate, N.S.Road","18.9593271, 72.8012627",Maharashtra,Mumbai,Allopathic,18.9593271,72.8012627
CGHS Polyclinic Koliwada,"Building No.221, Sector I, Kane Nagar","19.0327797, 72.864102",Maharashtra,Mumbai,Allopathic,19.0327797,72.864102
Aayush Eye Clinic Microsurgery and Laser Centre,"201/202, Coral Classic, Plot no.955/956, 20th Road, Chembur","19.0597308, 72.8989478",Maharashtra,Mumbai,Allopathic,19.0597308,72.8989478
Abhishek Nursing Home,"Jagruthi Co- operative Housing Society, Ground Floor, Bhatwadi, Ghatkopar West","19.096654, 72.9026801",Maharashtra,Mumbai,"Allopathic, Ayush/ Homeopathy",19.096654,72.9026801
Aditi Hospital,"90 Feet Road, Thakur Complex, 
Kandivali East","19.2132136, 72.8637163",Maharashtra,Mumbai,Allopathic,19.2132136,72.8637163
Amruta Surgical And Maternity Home,"C Wing, 4th Floor, Bhaveshwar Plaza, L.B.S.Marg, Ghatkopar (West)","19.0898792, 72.908696",Maharashtra,Mumbai,Allopathic,19.0898792,72.908696
Dr. L H Hiranandani Hospital,"Hill Side Avenue, Hiranandani Gardens, Powai","19.1374852, 72.917394",Maharashtra,Mumbai,Allopathic,19.1374852,72.917394
P D Hinduja National Hospital and Research Centre,"Veer Savarkar Marg, Mahim","19.0374901, 72.8390644",Maharashtra,Mumbai,Allopathic,19.0374901,72.8390644
Godrej Memorial Hospital,"Pirojshanagar, Vikhroli ( East )","19.0966611, 72.9239095",Maharashtra,Mumbai,Allopathic,19.0966611,72.9239095
Holy Spirit Hospital,"Holy Spirit hospital, Mahakali caves Road, Andheri east","19.1229678, 72.8641387",Maharashtra,Mumbai,Allopathic,19.1229678,72.8641387
Lilavati Hospital and Research Centre,"A - 791, Bandra Reclamation, Bandra (West)","19.0515721, 72.8346314",Maharashtra,Mumbai,Allopathic,19.0515721,72.8346314
Fortis Hiranandani Hospital,"Mini Sea Shore Road, Sector 10 A, Vashi","18.7501386, 73.0420662",Maharashtra,Mumbai,Allopathic,18.7501386,73.0420662
Jaslok Hospital,"15 - Dr.Deshmukh Marg, Pedder Road","18.9681978, 72.8072647",Maharashtra,Mumbai,Allopathic,18.9681978,72.8072647
Fortis Hospital Mulund,"Goregaon Link Road, Mulund-West","19.1918191, 72.8348753",Maharashtra,Mumbai,Allopathic,19.1918191,72.8348753
Seven Hills Hospital,"SevenHills Health City, Marol Maroshi Road, Andheri East","19.1188585, 72.8802146",Maharashtra,Mumbai,Allopathic,19.1188585,72.8802146
Zynova Heart Hospital,"Near Sarvodaya Hospital, L.B.S.Marg, Ghatkoper (West)","19.0889039, 72.907247",Maharashtra,Mumbai,Allopathic,19.0889039,72.907247
The Eye Super Specialities,"201, Punit Plaza, Next to Rajawadi Post office, Ghatkopar (East)","19.0796375, 72.9070116",Maharashtra,Mumbai,Allopathic,19.0796375,72.9070116
Swastik Hospital and Research Centre,"Plot No.22, Swastik Park, Chembur","19.0552812, 72.8892082",Maharashtra,Mumbai,Allopathic,19.0552812,72.8892082
Sushrut Hospital and Research Centre,"365, Swastik Park, Chembur (East)","19.0552812, 72.8892082",Maharashtra,Mumbai,Allopathic,19.0552812,72.8892082
Surya Eye Institute and Research Centre Pvt Ltd,"104, Aroto House, P.K.Road, Saidham, Mulund (west)","19.1725542, 72.942537",Maharashtra,Mumbai,Allopathic,19.1725542,72.942537
Suruchi Eye Centre,"U-123, Near Durga Mata Mandir, Sector 4, Airoli","19.1512887, 72.9985574",Maharashtra,Mumbai,Allopathic,19.1512887,72.9985574
Suprabha Surgicare,"15, First Floor, Vincent Court, Near Fire Brigade, Opposite Chitra Cinema, Dr.B.Ambedkar Road, Dadar (East)","19.0237817, 72.8502094",Maharashtra,Mumbai,Allopathic,19.0237817,72.8502094
Sujay Hospital,"25, Gulmohar Park, Gulmohar Road, Juhu Scheme, Vile Parle (West)","19.1160222, 72.8313139",Maharashtra,Mumbai,Allopathic,19.1160222,72.8313139
Gokul Hospital,"Thakur Complex, Kandivali (East)","19.206396, 72.8656109",Maharashtra,Mumbai,Allopathic,19.206396,72.8656109
Hinduja Healthcare Surgical,"724, 11th Road, Khar West","19.0685232, 72.8352484",Maharashtra,Mumbai,Allopathic,19.0685232,72.8352484
Hira Mongi Navneet Hospital,"Valji ladha road, Mulund(west)","19.1709732, 72.9505973",Maharashtra,Mumbai,Allopathic,19.1709732,72.9505973
Inlaks General Hospital,"Inlaks Chembur Colony, Near Jhana Sweet Shop, Chembur","19.0327996, 72.8963568",Maharashtra,Mumbai,Allopathic,19.0327996,72.8963568
Jaslok Hospital And Research Centre,"15, Dr G Deshmukh Marg, Peddar Road","18.9681978, 72.8072647",Maharashtra,Mumbai,Allopathic,18.9681978,72.8072647
Joy Hospital Pvt Ltd,"423 Ab, 10Th Road, Chembur","19.1095683, 72.825288",Maharashtra,Mumbai,Allopathic,19.1095683,72.825288
Kapadia Multispeciality Hospital,"Manali Alankar Soc., M.G.Road, Goregaon(W), Opposite Raga Hotel","32.2396325, 77.1887145",Maharashtra,Mumbai,Allopathic,32.2396325,77.1887145
Kokilaben Dhirubhai Ambani Hospital,"Rao Saheb Achutrao Patwardhan Marg, 
Four Bunglows, Andheri (West)","19.1363246, 72.82766",Maharashtra,Mumbai,Allopathic,19.1363246,72.82766
Life Care Hospital,"Geeta Nagar, Phase-7, Near Mira Bhayander Flyover, Mira Bhayander Road, Mira road(East)","19.2961387, 72.862607",Maharashtra,Mumbai,Allopathic,19.2961387,72.862607
Lifeline Hospital,"Vishal Complex, S.V.Road, Malad (West)","19.1938477, 72.8465927",Maharashtra,Mumbai,Allopathic,19.1938477,72.8465927
Madhu Polyclinic and Nursing Home,"Mini Apartments, Opp Sarvodaya Nagar, 
Jungle Mangal Road, Bhandup West","19.200861, 72.9643615",Maharashtra,Mumbai,Allopathic,19.200861,72.9643615
Nanavati Hospital,"S V Rd, Vile Parle","19.094854, 72.839654",Maharashtra,Mumbai,Allopathic,19.094854,72.839654
Niramaya Holistic Health Services Pvt Ltd,"Plot No.5A, Sector 4, Kharghar","19.0712143, 73.0799855",Maharashtra,Mumbai,Allopathic,19.0712143,73.0799855
Nulife Hospital,"A1, Harekrishna Bldg., 1st flr, Nr.Telephone Exchange, L.B.S.Marg, Ghatkopar (west)","19.0898792, 72.908696",Maharashtra,Mumbai,Allopathic,19.0898792,72.908696
Orbit Eye Hospital,"1st Floor, Aftab Classic, Opposite City Hospital, S.V Road, Jogeshwari(West)","19.1405116, 72.8421555",Maharashtra,Mumbai,Allopathic,19.1405116,72.8421555
Parakh Hospital,"Khokani Lane, Opposite Ghatkopar Railway Station, Ghatkopar East","19.0796375, 72.9070116",Maharashtra,Mumbai,Allopathic,19.0796375,72.9070116
Paramount General Hospital and ICCU,"Laxmi Commercial Premises, Near Sakinaka Junction, Andheri Kurla Road, Andheri East","19.1198548, 72.8464601",Maharashtra,Mumbai,Allopathic,19.1198548,72.8464601
Platinum Hospitals,"The Color Scape Shopping Mall, G-103, D D Upadhayay Marg, Near Mulund Check Naka, Mulund West","19.1565109, 72.9637728",Maharashtra,Mumbai,Allopathic,19.1565109,72.9637728
Punamiya Hospital,"101, Inder Tower Gokhale Road (S), Near Tilak Bhavan, Opposite Ashishind Estate, Dadar (West)","19.0235976, 72.8378125",Maharashtra,Mumbai,Allopathic,19.0235976,72.8378125
"
Dr.Mukhi's Raj Hospital","109/1 Saraswati Sadan, Chs, Devi Dayal Road, Opposite Jalaram Ashish, Near T Ward Office, Mulund West","19.1725542, 72.942537",Maharashtra,Mumbai,Allopathic,19.1725542,72.942537
Rane Heart Hospital,"37, Pestom Sagar, Road No.2, Chembur","19.0691719, 72.902584",Maharashtra,Mumbai,Allopathic,19.0691719,72.902584
Roshni Eye Hospital,"1st Floor, Shilpa, Next to Vodafone Store, Opp Irla Masjid, C.D.Barfiwala Marg (juhu Lane), Andheri West","19.1198548, 72.8464601",Maharashtra,Mumbai,Allopathic,19.1198548,72.8464601
Rushabh Eye Hospital And Laser Centre,"RUSHABH', 18th Road, Near Ambedkar Garden, Chembur","19.059862, 72.9005605",Maharashtra,Mumbai,Allopathic,19.059862,72.9005605
Sai Seva Hospital And Icu,"Row House B1, Sector-4, Infront of CIDCO Water Tank, Airoli","19.157935, 72.9934762",Maharashtra,Mumbai,Allopathic,19.157935,72.9934762
Saifee Hospital,"15/17, Maharshi Karve Marg","18.952508, 72.818199",Maharashtra,Mumbai,Allopathic,18.952508,72.818199
Sangita Maternity Surgical and Diagnostic Centre,"11, GangaVihar Residency, 174 S.V.Road","19.1171389, 72.846563",Maharashtra,Mumbai,Allopathic,19.1171389,72.846563
Sujay Hospital,"25, Gulmohar Park, Gulmohar Road, Juhu Scheme, Vile Parle (West)","19.1160222, 72.8313139",Maharashtra,Mumbai,Allopathic,19.1160222,72.8313139
Suman Eye Clinic and Surgery Centre,"B/103, Suman Apartment, Near High Point Restaurant, 3rd Cross Road, Lokhandwala Complex, Andheri West","19.1441579, 72.8238595",Maharashtra,Mumbai,Allopathic,19.1441579,72.8238595
Surana Sethia Hospital and Research Centre,"Suman Nagar, Siontrombay, Chembur, Thane","19.053083, 72.8982503",Maharashtra,Mumbai,Allopathic,19.053083,72.8982503
CGHS Dispensary No.2,"Civil Lines, CPWD Quarters","21.1679049, 79.0542289",Maharashtra,Nagpur,Allopathic,21.1679049,79.0542289
"CGHS Dispensary No.
2A","Seminary Hills, CPWD Quarters","21.1679049, 79.0542289",Maharashtra,Nagpur,Allopathic,21.1679049,79.0542289
CGHS Dispensary No.3,"Pachpaoli, Near Kamal Talkies","21.1693074, 79.1086559",Maharashtra,Nagpur,Allopathic,21.1693074,79.1086559
